name;id
tumor_017.tif;1Y_c6eJl18vPWujM71Z9sEj7yRHQFJRTq
tumor_016.tif;1ROpaGkSXuLSMMvDyGuSgJva3q2Mcq2Mw
tumor_015.tif;16FIpgsp_v-0qhcWrTophea1XQJQg4u26
tumor_014.tif;1TiCSo_nqk_JTTSiId6k-Fax_Y1OdEyJ1
tumor_013.tif;1p65Cf4IwC-mwUgYzEEVzefFu5_w0CWVq
tumor_012.tif;1E82A36zJf7dp_EWNP_8mrsNOg0GuIb1x
tumor_011.tif;1PI4uLerqfH0PDL1Tm3iYJ2cTtCsmABnC
tumor_010.tif;1iDtcSHwuRN6bYd6GHC9hffSAzdsQRO30
tumor_009.tif;10ukOPBiP4A2u6jnUrkYcESphv6JQwwo8
tumor_008.tif;1iCjZxyVNLGLV3-dWPssB7s1Y1mIIznTF
tumor_007.tif;1KjxrnX4C1DSMxnXwh9DxS10lBgBtf3ur
tumor_006.tif;1A6_r1yA3FAdbLszEPPCBtSTQGrBFSn9r
tumor_005.tif;1myJe2psoodMDApDCwEOuStprakg7CCWP
tumor_004.tif;1nDerTr8BSjp2bmiH47qPrJjgJMockXsc
tumor_003.tif;1Ks_42IZzZJ-eRahToEX8cI23WjZElu0o
tumor_002.tif;1blcIXiXi531pvITUzolHcCZcnuic8_NY
tumor_001.tif;1gjCQiBc157HgoO6oKpnfPMOasvNW4Yc3
normal_160.tif;1RyVQ52h0qShs3TQtcchd5SGdpIZVemF0
normal_159.tif;1tAD7XPmaJ5P8XGU7b4o1NAJyeQTs2Coq
normal_158.tif;1mNPO5L2sc_fY4OC91MODi9YlsUzmddqZ
normal_157.tif;1XUnzjT1O2HFJoAGmffvFaZHmlgRovwm1
normal_156.tif;1JI6SJJLpEuLQpyaXUmd2IhirJCY4QjSC
normal_155.tif;1Bp2IAa0cGGcKULgJvjfGCW2TrZy131gv
normal_154.tif;1vQrT7mL6Vv33jLq_HcSdURJnOtWPjk6L
normal_153.tif;17wdtQ2Ldr8Gil3VkgeVg3n9s6IhSl9-o
normal_152.tif;1zGssRQloFiVwrV6ltfYh-LvBwZfIXDpZ
normal_151.tif;1RLeal-4S5LTeLtdy0pUB7-BBkxdVzCe3
normal_150.tif;1h2rnHg2_lRxwUv8S2-Nzwgulx__Afa-P
normal_149.tif;1P7jSzcoLyL9kTz_xk6tAmyinGBAKQOyp
normal_148.tif;11gdVChRkIfEHPnm477e8DP7QGlhxPNTA
normal_147.tif;1fI3QOIcJriv9kBajoWo3zqMUN92_oFzy
normal_146.tif;1R5OP1dGoHQgwgchgepCWomyNcSZ4nZg3
normal_145.tif;1EmnxuoK-75-mD-baG-DTiwUp00s8lrCC
normal_144.tif;1AQUwu_rTQkF1qgzu9bNHQG_Fuv0Xd3B3
normal_143.tif;1hK2rt8xieGhU7HczenXc9-b40-XEK_CX
normal_142.tif;1E3Qggexmgkq5KImzqvgdxAInDndyrBer
normal_141.tif;1qPNYZYxDMwLKGMAYDp7m-C1OrEEz-2YC
normal_140.tif;14efSGyTUdk20kZNE97lLb1b1BiPKOVz4
normal_139.tif;1l3FxNoomiMB4eLwfCgZCA4i_y3WvKsHE
normal_138.tif;1mp5cR_FyE3koutH605GlCHShIbdc92ty
normal_137.tif;12_a9Y2HQkwrM0AOMk_Jxgi-EHlKFlL--
normal_136.tif;1OP99iwMG-qiwuqCbIKPAHFPWgbZaGM5U
normal_135.tif;1JLHft7iNdqTVMDl5VL-o3t9W4Bkl92B0
normal_134.tif;1scwHxCAe0ZtdUf_ZoAEaqQG4T8ARIWSD
normal_133.tif;1EY0Rqxx6GK4C-4zi66AuiYRwt2jf7iWC
normal_132.tif;1jrcPY-KEksXR79OFYCfXm34X_3UocGpF
normal_131.tif;1pfvejCUxyXS4jO7Q8abnHycEPBOmLrRL
normal_130.tif;1zPwIShNWa-CgcMw5gugepsvAK6xdfmTT
normal_129.tif;1xSh9oWD8tAqaLcfnrbJ5s-JYVrp2y7Vp
normal_128.tif;1btUcifV6JShHFWtN_3Z0zbWiQ3gl5pmh
normal_127.tif;1oprLw1ZRigJIkJG8f0oYv7HUanw1WPyU
normal_126.tif;1dWW0tVC9eSPM7U8ilFioSGnVK1NBIj2_
normal_125.tif;1Wb2XKwBWjJGUyVAvseGExjAoGV-bAQvK
normal_124.tif;1FPHKkPrQ7ToFJWHR0eShjk7vP8QSzW6m
normal_123.tif;1FT_nKVcuY5wbshaAsHoWDIbkxYaZIwLr
normal_122.tif;1XMHXhHVgs1VuF9z8QqU5A-GEN_gzBAtN
normal_121.tif;1a1eFwx1NfA_q5ul_y1lA4ciS1MC5sxYL
normal_120.tif;1wuJx6MmCM_Q7VPoGQSdwMjn8Iu5296w6
normal_119.tif;1CRIR6K4sRh7d3Qq8n3QgXoYQ8m7y9BUW
normal_118.tif;1JB_tlS-DQHWTLRbHJEvZ0_1Y1JwO_Qlf
normal_117.tif;1bUfQsOm_js3Y7qydy1tqoNgn_1mt-vFN
normal_116.tif;1kjI9XVKdm1y-iuVlwbJMzQiQZ7rcMfDJ
normal_115.tif;1Fy-mdKK4CY_XUKFV88PB7fWWAB0esI-5
normal_114.tif;1BRbIpz5tbWAaonD-2Zvr5tkL9aOWNm8k
normal_113.tif;1HlnMsOWRp_RuVLbKpaCD4iUzfpvx7DK5
normal_112.tif;1RhYxVy9uneuNkxm9vj-NLkx4SHMmlkYH
normal_111.tif;121Dn3BQpKLdBl9IPRxpY4bWQg0WzrAWP
normal_110.tif;11q6Q25yTTn8Rtd4Ck9OXNliDVdDCrxwq
normal_109.tif;1L64uQyYI_0RjuWdCkezrl9rA8TaSvoQt
normal_108.tif;1ylYWvy4yArQcIp-3jtkuKVkHmDhtdxqE
normal_107.tif;1if1mtAJAEzCOHv1K5OZ1ws3LMT479YzM
normal_106.tif;1G82GaprjV3eQBHAPPD1r1Knrm3S-jVJr
normal_105.tif;1JSVpjTO8_CCIf8YbLdGSLnNH4AmYquP_
normal_104.tif;1Sm0uB_9J1gMSKi6dZC53-zrC_vHcsWJV
normal_103.tif;1jxEwAfublNCzm8tGZaFbZ4IcHwfSwoMZ
normal_102.tif;1Xf5vR-Hrs26g_FS32wmRDbh_wvjCzIn9
normal_101.tif;1VWXpI3zWAjRsPkEUWCt7t4sK-rXvtu51
normal_100.tif;1CJsR2CDVRXFhPiMZjmfEVq4or3yAjHm8
normal_099.tif;1LypCtWeWmRabXfzqVd09CcaK3FJQ8wB8
normal_098.tif;1osaGyod6SMKuShDdPiD9M1Lu7kvuUgHA
normal_097.tif;1OnolJ01FlmtQaUidqMe-lg8s0PrGnaA0
normal_096.tif;12ZvQGFcxi93VsDoZeic4zrO6stUosDQb
normal_095.tif;1Yy0bKsOCS_DseHW51o2r-X1ia4vUU3YT
normal_094.tif;1U8GkQufY6FPNoNrZgDl1m4gSM4FO62bm
normal_093.tif;1CsQsDB5g5q9NhXpdEqGqUWOwhNTbPPpo
normal_092.tif;1GBEI-gksvJq6XVQ2aAVyfJ_I6fc2hcVF
normal_091.tif;1q0g0FckCs_NFsuBfDA4E4SeUxxznd6yN
normal_090.tif;193cR6g6gNgQAMwrP0jeHNZNY3xxhbKtc
normal_089.tif;1ZfTpTuyiXHD5ejDDEOHuP4XqtMPo3nXE
normal_088.tif;142jPdsUlHtHbgMpexMubqMQaZbH3TVsw
normal_087.tif;1GnCaOMYQOEcUI2k6_RMZAg3keY3pFxnE
normal_085.tif;1i5SubjAg3oVbxi_nA_qjhbZaiUkHmXat
normal_084.tif;1E4r9FQPFR0dhXAs8eVK4mf6nycFo11gi
normal_083.tif;1DVExzdiJg6jxbke3EH5eQ_1kwTvJzFj-
normal_082.tif;1LW3J45LyG382RGBmzFHi95Y-eOM0sgjl
normal_081.tif;1pVOVZFXSNe6SEt7FWLEifCumE1Li0QTb
normal_080.tif;1tk3b5UMIhCoig5nohhJgaOtQILtvoNb9
normal_079.tif;13pUmtrHumG7h3FfxVVof6JigjDSyJRdH
normal_078.tif;1R2cJm7o0zHj-dZPFy4SWV40MEC9LZ2nE
normal_077.tif;1CCWMIkEWkzURLpCfXCqRXMFsTqlOmshN
normal_076.tif;1b_qthtgBsGWGskAb9oPyYiv6f-skmhyg
normal_075.tif;1GJjhls9HKsFLiLE6pdhAciA1xr-893qs
normal_074.tif;13KXd_HJ7wqQubcR9Z-pO07F1mqvLyQ5v
normal_073.tif;1XLYVWBzwLmwCISAo21LNcV7ADTyBi-HY
normal_072.tif;1uYT4sUG0i-ycpF8F3h94KGGlC4nMGLNp
normal_071.tif;1-xsww0zqEUy_9PSuMV5AtdPRRlj-SDrj
normal_070.tif;19y7Qr6J298ZH7Mn57jXv5nSPDUOqI9yK
normal_069.tif;1nCQGYGy1WdoCN377MagkW6flUdDOavHw
normal_068.tif;1vbFeJzA0jZoX8ot1CHfLIpSi1hKbztYG
normal_067.tif;10P7i-mFM6JI3an39SjM-NW1y2N3PBAz_
normal_066.tif;1DvmgVsJftvkLaTZv22LH3KvBzAwCTSb1
normal_065.tif;1VCDpMs64rkR6c_P1OxCtiVMMP3bsKpKO
normal_064.tif;1dioayD7nWavjbSqlI4J7Zl3mnchFbw8Z
normal_063.tif;1aFssWgKnjI0imYAhxWDQ31L9w5eAYz1D
normal_062.tif;1FO04vHHN5LTndqZ75nZxlrpgIjmY40bH
normal_061.tif;1ITjIXuHxFFwLw--85OeuHrCjwx3y0p6b
normal_060.tif;1M-agn96N0c-BI9KXxl67kdD5qiLxmLIq
normal_059.tif;1Oycl_qZIwLrQVhppj-SpusoKzNEgAX9r
normal_058.tif;1DGJrpDudXjsnAjIV3aFPzV4wxdzNMqKh
normal_057.tif;1iZ7Ds9oLnvamjBd11RfgoFNhh0l1r5B1
normal_056.tif;1Evl-17Taf5_taQ7zdM_hEjqRFE3NaBVb
normal_055.tif;1_Zjz73CWa6C9Oy9Y2r2EwmbVYqzNlZdN
normal_054.tif;1WEpxQc534JYsl_HvRP16j5Q6hXbNiU8Z
normal_053.tif;1apGfxJC8GwyZYsCkpMWBqLtQNjhut5S6
normal_052.tif;1Q1tY6srkWAIBZE56wy0h6-PGiQjFbcPK
normal_051.tif;14ZwUtx8m6GAjMqSnp4SmSffCSoWtq-oV
normal_050.tif;1_ZmTYEKSYEUr9FIGMwSPMUH3wtClRRfb
normal_049.tif;1yapHKd1dh5x8-uk-oCJBjProEtKqnfcI
normal_048.tif;106EdDGTnzAxh3U-XWqm7OQe4tFvA83_C
normal_047.tif;1nBVnDSnhHC0EqEktsR-yke5SuunwKQXT
normal_046.tif;1H4yC2p9x_voCe7xXKs6XTYoWbjM1y4LK
normal_045.tif;1w3Hgn9Q4FSFEus3Juk5DHhE-mE-KljUA
normal_044.tif;1VeKcSY0WFndbcrUGRMVUlHNdRdcrZp6s
normal_043.tif;1w7b3jiUnxkxlEMQvyv3BWp1dTJua6uxe
normal_042.tif;1AslNF9Vz9-tyKhRS1skSVARgqIR_-lu8
normal_041.tif;1Wn7D6MuHVpCc256QJM-mGL4-1Cxf1UPB
normal_040.tif;1So_nXuZEF6Ywy5KQF4zhhf3eWskiITJR
normal_039.tif;1TNL4WtKvN__RFPAGZjTCJcqvDJSmlRLm
normal_038.tif;1Cp1bTexbHyw2KWJnMDAXlK0-qmM9MnOI
normal_037.tif;11J8-bGRaB_E9W3GpH6g6rKGsckh9iUct
normal_036.tif;1AJaYYQj9Fxe4ZcjX9Z9jJNxVrh62NWib
normal_035.tif;1-4KQmBfbCqJa5eCXn1Nwneq5GoZkes1R
normal_034.tif;1Fc576uN3BWmuQJXnqlblbLgZOvAIFt0C
normal_033.tif;1zHv9cme4KBp3fsC1NykTmMbtsKTFQf81
normal_032.tif;10lj-VdyHn0IK-EFgPxFi507LRlpJ1xF9
normal_031.tif;12UPjZ0GQw5irkx-Tk-QeJMptWKU7YhxQ
normal_030.tif;1Ps5hF79hD88ddHnqq20gy3PFrMf-viUa
normal_029.tif;1KhCg61Qs8BsEUbUXfMxeDwybRh2EyXwY
normal_028.tif;1LkNULEK5-WCzvrp6fMccZxXaN2JvTohB
normal_027.tif;1XvZBlirI4NFKg2eKQvycBWFEzo4OaVdO
normal_026.tif;1UNRsEfgnVEYp0r8FsheDyhmrb0KU-wtR
normal_025.tif;1SHNyVGF9ef8TXMqpc0QJ6dyYqyZqggia
normal_024.tif;1Oo5AVVLNUCuitsZjPiGS6omm9eG4W6S9
normal_023.tif;1_jYcFsUYiuRE-isF2n7uEfBQHlgfkWvi
normal_022.tif;1kSg_YLZnX4S3zvc_Y3HLBJgJarXHlw17
normal_021.tif;1XaQ3Q05zyjtFVzn4Vu0Pr_-y_AT6Lwqx
normal_020.tif;1LHXjwCNSnW94PLti9oJRdoFbqQsSP_1z
normal_019.tif;1MNb5_P7KP_HaSP7arv3RIkrPccZqynJf
normal_018.tif;1H5OhAZ_YtPtg-jb4cFCpe5cWzf01v1ka
normal_017.tif;16s-zk40evfHuQsGLIqbA5AFJA0TOc5og
normal_016.tif;1hGthaS-WMSh-zz8fue8kEOoR9cPaASKS
normal_015.tif;1KkV_dd1yqlVSCgFW6ucl-QxR__XR9pme
normal_014.tif;19NEfP_rJiBzTQwEhWvKsd_uXDAbEoBFX
normal_013.tif;1EZKaHX0sXsDoFVaMtuHHYDgVvlSUhrV_
normal_012.tif;1Pxqi61vzcYKB8UqLFlsx5wsTizyF173y
normal_011.tif;11GKe6eUqyljNenOe8pqa-iz4AsWspkm2
normal_010.tif;1V09e5KXC4NR2gPAEKuC8iIBgmVENU6gR
normal_009.tif;1Jx-igkO7dgOer_mmgA7svB-Oqo03csAS
normal_008.tif;1z-J-Nfat4-qrlFzQhsY5TB70NHaMo8tm
normal_007.tif;1eEkPuTX_NAII8JSodgHBP14NeR2bIiZx
normal_006.tif;1w5Vdlp7RCN85qMyBOxVpdk06hqdCHHpp
normal_005.tif;1yYZ78ppmBjeNaJlLhcl59mvRVCCicezG
normal_004.tif;1AWV-n79aBbyeNrFwEXofMfHfvdJAZ5NC
normal_003.tif;18WenAvNGY0gJoygC6wtUO9ax8Jyh0R4V
normal_002.tif;1OEma_MOf0bO552Qj95Ha5uMO5LC1GWIM
normal_001.tif;1kw7ObW1Hqs4x0gesuvyaf_9nfNpKHWpD
